user_identifier,total_purchase,total_rake,total_rake_apd,total_games
215314084,30,0,0,0
215314097,25,0,0,0
215314104,50,4.9,1,10
215314114,100,60,1,4
215314133,50,6.21,1,21
215314138,50,49.5,1,9
215314144,50,30.53,1,31
215314148,50,3.44,1,6
215314154,50,0.08,1,2
215314158,100,6.64,1,30
215314160,100,16,1,3
215314164,100,20,1,3
215314168,100,1.08,1,12
215314185,171,0,0,2
215314194,100,13.01,2,80
215314207,50,43.33,2,20
215314211,100,7.13,2,10
215314234,300,67.37,1,61
215314240,2000,363.2,2,18
215314243,500,172.25,1,6
215314255,50,8.58,1,5
215314263,500,50.16,1,17
215314264,300,43,2,7
215314269,150,33.34,1,18
215314280,50,11.33,1,2
215314282,100,4,1,1
215314289,300,35.75,2,11
215314292,100,25.12,1,17
215314298,50,17.33,2,7
215314303,25,0,0,0
215314318,25,0,0,0
215314336,40,0,0,0
215314338,90,25.8,2,71
215314355,300,103.5,2,16
215314361,50,10,1,4
215314364,25,2.35,1,13
215314372,100,59.61,2,34
215314384,600,30,1,2
215314390,300,137.32,2,320
215314394,30,0,0,0
215314395,25,0,0,0
215314410,25,0,0,0
215314423,25,3.79,1,10
215314458,100,3.95,1,42
215314464,25,4.49,1,10
215314465,25,4,1,1
215314489,25,4,1,1
215314499,25,0,0,0
215314510,83,21.76,1,43
215314525,250,30,1,1
215314527,30,0,0,0
215314532,30,0,0,0
215314547,100,30.07,2,136
215314550,200,22.03,1,9
215314555,200,42.84,1,72
215314562,500,76.5,1,2
215314567,50,12.15,1,138
215314575,40,0,0,0
215314599,25,0,0,0
215314619,25,22.86,1,10
215314619,300,77.5,1,8
215314620,50,39.7,1,58
215314621,25,0,0,0
215314629,25,5.5,1,2
215314637,50,0.9,1,15
215314647,50,3.41,2,33
215314681,28,7.8,1,1
215314686,30,0,0,0
215314708,400,10,2,4
215314715,25,0,0,0
215314723,25,6.03,1,15
215314732,50,0.46,1,3
215314740,200,191.91,1,44
215314746,50,13.41,1,7
215314762,50,9,1,6
215314779,50,7.8,2,42
215314783,50,8.75,1,7
215314784,50,43.69,2,71
215314793,50,15.75,2,6
215314813,25,0,0,0
215314815,30,13.33,2,8
215314821,25,9.03,2,11
215314826,150,57.5,2,44
215314840,25,30.82,2,62
215314852,75,19.96,2,158
215314857,50,4.83,2,4
215314859,40,0,0,0
215314867,250,70.45,1,44
215314867,50,1.03,1,14
215314879,100,1.38,1,15
215314881,50,0.34,1,3
215314884,500,32.3,2,18
215314891,30,0,0,0
215314893,50,11.26,1,18
215314895,30,4.69,2,34
215314899,29,1.2,1,3
215314901,25,0,0,0
215314913,25,20.05,2,37
215314923,50,1.08,1,12
215314925,25,0,0,0
215314941,30,0,0,0
215314947,50,6.67,1,2
215314953,25,1.5,1,1
215314962,100,92.29,1,15
215314965,25,4.63,1,3
215314970,25,0,0,0
215314976,500,115.59,2,17
215314985,50,19.6,1,11
215314987,50,4.28,2,8
215314996,100,79.27,2,81
215315007,25,0,0,0
215315012,29,0.23,1,3
215315015,50,27.09,2,88
215315016,50,12.05,1,20
215315018,50,13.45,2,7
215315035,100,20.18,1,20
215315040,50,12.48,2,5
215315052,25,8.83,1,5
215315059,50,63.75,1,9
215315069,30,0.76,1,3
215315109,50,5.5,1,2
215315116,25,0,0,2
215315122,50,32.63,2,68
215315124,100,9.54,1,20
215315127,1000,9.63,1,6
215315156,25,1.56,1,7
215315159,100,100.13,2,20
215315183,100,1.55,1,11
215315187,190,58.57,2,82
215315191,25,0.12,1,3
215315213,25,0.43,1,2
215315255,130,8.9,1,16
215315256,79,160.5,2,37
215315258,25,1.36,2,11
215315265,25,0,0,0
215315282,30,0,0,0
215315285,200,40.91,2,95
215315285,200,81.57,2,5
215315291,50,21.93,2,20
215315296,50,4.27,1,28
215315305,50,28.11,2,63
215315338,30,33,1,12
215315340,100,27.31,2,26
215315383,50,0.42,2,2
215315408,25,0,0,0
215315409,50,6.7,2,37
215315423,50,7.37,1,3
215315427,25,3.48,2,4
215315439,50,5.58,1,22
215315441,50,4,1,2
215315453,50,0.76,1,4
215315461,50,20.62,1,11
215315476,50,17.39,2,152
215315477,25,5.79,1,19
215315492,30,0,0,0
215315509,100,18.98,2,27
215315513,500,0.5,1,6
215315520,150,0,0,0
215315524,50,13.43,2,104
215315526,25,1.35,1,3
215315527,50,2.48,1,38
215315533,25,22.43,2,136
215315540,25,0.16,1,7
215315559,100,1.11,1,10
215315561,400,132.74,2,203
215315574,25,0,0,0
215315578,25,4.16,1,3
215315640,50,9,2,3
215315651,50,13.5,2,5
215315655,100,6.47,1,5
215315678,50,4.83,1,2
215315679,25,0.12,1,3
215315686,50,29.42,2,76
215315688,50,14.07,2,50
215315700,100,0.9,1,11
215315711,50,24.53,1,59
215315721,50,5.45,1,27
215315743,100,12.66,2,39
215315749,50,0.89,1,9
215315751,25,0,0,0
215315761,25,2.19,1,16
215315771,25,0.29,1,2
215315797,50,3.33,1,1
215315804,30,0,0,0
215315806,2950,1471.22,2,565
215315822,30,0,0,0
215315826,50,1.16,1,8
215315838,25,0,0,0
215315846,100,0.75,1,11
215315859,100,0,0,0
215315860,50,33.25,1,34
215315877,284,340.23,2,122
215315887,50,5.64,1,12
215315909,9000,2784.77,2,32
215315921,100,0.08,1,2
215315940,50,6.33,1,35
215315946,100,24.89,2,65
215315947,50,1.11,1,9
215315954,100,0,0,0
215315958,30,0,0,0
215315961,50,1.23,1,9
215315964,500,25.51,1,55
215315967,50,20.59,2,117
215315976,100,32.47,1,32
215315977,25,1.53,1,19
215315996,100,95.83,2,54
215316002,30,0,0,0
215316007,50,2.22,1,23
215316016,25,16.67,1,6
215316019,50,12.27,1,61
215316038,30,0,0,0
215316055,50,45.25,2,135
215316060,25,0,0,0
215316074,25,0,0,0
215316084,25,17.78,1,62
215316087,100,17.68,1,40
215316126,800,145.32,1,94
215316127,150,206.54,2,49
215316129,100,10,1,9
215316148,30,0,0,0
215316158,100,69.21,2,41
215316177,50,8.5,1,5
215316180,25,3.33,1,3
215316198,161,0,0,2
215316200,50,62,2,7
215316218,50,0.92,1,11
215316226,50,3.94,1,7
215316231,50,1,1,5
215316238,100,10.63,2,56
215316241,30,0,0,0
215316243,100,595,2,9
215316262,95,9.71,1,13
215316273,1500,249.5,1,6
215316279,25,0,0,0
215316282,25,0,0,0
215316286,50,0.28,1,7
215316338,100,319,2,9
215316340,100,10.07,2,3
215316344,100,246,2,18
215316349,100,10,1,5
215316352,25,4.45,1,2
215316398,25,0,0,0
215316403,125,27.69,2,23
215316404,50,11.07,1,25
215316409,25,0,0,0
215316414,100,9.87,1,46
215316438,100,33.33,1,3
215316456,100,30.92,2,41
215316466,50,15.76,1,2
215316468,25,3.41,1,24
215316468,25,5.76,1,22
215316482,150,29.02,1,18
215316485,100,3.33,1,3
215316488,50,40,2,19
215316495,50,7.33,1,3
215316499,100,64.4,1,20
215316509,30,0,0,0
215316524,25,8.88,1,15
215316525,50,6.67,1,5
215316535,50,3.78,1,37
215316536,30,0,0,0
215316568,50,10,1,9
215316583,30,0,0,0
215316589,50,0.34,1,3
215316633,100,16,1,4
215316649,30,0,0,0
215316665,100,22.84,1,26
215316681,100,10.25,1,2
215316695,100,37.16,1,10
215316711,50,9.12,1,22
215316716,50,12.23,2,63
215316732,86,17.29,1,20
215316733,50,46.56,2,87
215316747,100,55.72,2,44
215316753,25,6.67,1,3
215316759,200,65.18,1,27
215316760,30,0,0,0
215316762,50,12.17,1,4
215316763,50,3.84,1,11
215316781,50,1.31,1,10
215316783,50,11.69,2,112
215316784,50,12.26,2,29
215316804,100,13.84,1,10
215316811,950,820.94,2,43
215316820,100,54.33,1,65
215316848,50,25.81,2,29
215316853,25,1.68,1,7
215316864,100,2.86,1,15
215316912,150,25.73,2,30
215316922,50,8.01,2,32
215316926,100,54.14,1,68
215316931,50,52.63,2,6
215316956,25,0,0,0
215316969,100,0,0,0
215316974,201,0,0,4
215316988,100,15.9,2,26
215316989,50,10.79,1,95
215316996,100,19.5,1,9
215316999,25,0,0,0
215317014,200,36.67,1,19
215317015,50,8,1,2
215317027,50,1.21,1,10
215317030,100,42,1,10
215317039,25,3.46,1,26
215317048,50,1.96,1,10
215317082,250,530.72,2,147
215317100,25,1.17,1,10
215317107,50,13.81,2,32
215317114,50,4.17,1,11
215317115,100,29.58,2,170
215317125,100,15.43,2,93
215317143,25,0,0,0
215317145,600,104.94,2,96
215317159,25,3.21,1,10
215317163,50,88.2,2,115
215317171,25,19.72,2,30
215317187,150,77.86,2,62
215317207,50,26.33,2,9
215317208,30,0,0,0
215317209,50,4.96,1,6
215317252,50,0.98,2,6
215317257,50,10.54,1,44
215317278,25,14.67,2,71
215317281,100,4.18,1,9
215317293,550,134.8,1,97
215317294,30,0,0,0
215317299,50,7.36,1,24
215317311,50,3.21,1,9
215317322,100,23.41,2,55
215317329,50,233.25,1,13
215317332,25,78.74,2,403
215317334,25,5.78,1,8
215317336,1000,660.29,2,95
215317349,50,11.17,2,5
215317350,100,16.7,1,21
215317363,150,67.66,2,54
215317394,100,6.58,2,14
215317421,100,15.16,2,18
215317425,25,0.66,1,10
215317429,100,18.64,1,10
215317438,30,0,0,0
215317442,25,2.85,1,6
215317445,100,26.17,1,15
215317457,50,4.08,1,3
215317466,25,0,0,0
215317481,25,0.2,1,3
215317488,50,1.1,1,8
215317507,50,3,1,2
215317525,25,4,1,1
215317526,50,3.33,1,3
215317527,1005,638.67,2,21
215317531,50,21.88,1,6
215317547,25,4.1,1,11
215317563,50,80.44,2,423
215317575,50,4.74,2,41
215317586,50,25.77,2,113
215317616,85,5.27,1,4
215317619,50,11.41,1,18
215317642,30,0,0,0
215317652,50,7.61,1,15
215317661,75,3.97,1,11
215317662,50,14.09,2,33
215317683,25,0,0,0
215317687,75,22.65,2,31
215317692,200,40,2,7
215317702,100,7.58,2,9
215317713,25,0,0,0
215317724,200,119.15,2,84
215317733,25,1.74,1,2
215317749,40,0,0,0
215317768,50,1.96,1,4
215317769,50,1.1,1,12
215317775,50,23.64,2,62
215317783,100,16.1,1,5
215317790,50,7.12,1,30
215317804,100,17.5,2,5
215317818,100,17.5,1,3
215317824,30,14.75,2,34
215317833,100,43,2,5
215317837,30,0,0,0
215317838,3250,1377.32,2,296
215317842,100,39.11,2,19
215317845,50,40.67,1,16
215317857,100,19.95,1,16
215317868,125,92.11,2,3
215317869,50,9.44,1,16
215317884,50,4.43,2,17
215317894,5955,5535.41,2,222
215317895,100,55.26,1,31
215317903,50,1.6,1,7
215317917,50,2.56,1,10
215317922,100,23.33,1,9
215317929,100,5.21,1,14
215317940,201,0,0,2
215317961,50,166,1,12
215317970,125,46.72,1,93
215317971,25,37.29,2,55
215317978,100,782.78,2,42
215317981,100,23.72,1,24
215317982,200,0,0,0
215317986,100,12.03,1,14
215317990,25,3.17,1,24
215317996,200,14.31,2,22
215318026,50,11.57,1,35
215318028,30,0,0,0
215318031,50,122.83,2,29
215318033,30,0,0,0
215318039,50,3.33,1,1
215318050,40,0,0,0
215318055,25,0,0,0
215318067,50,1.7,1,18
215318069,61,0,0,3
215318082,28,1.86,1,3
215318083,50,4,1,2
215318124,25,4,1,1
215318129,50,0,0,0
215318132,100,5.15,1,14
215318146,50,0.14,1,4
215318157,50,5.5,1,2
215318159,200,44.6,2,197
215318167,35,52.5,2,34
215318174,175,260.11,2,4
215318179,300,49.07,1,13
215318180,50,4.12,1,5
215318183,100,4.21,1,6
215318189,100,18,1,2
215318225,3190,1064.63,2,9
215318242,25,4.5,1,2
215318271,25,0,0,0
215318282,30,0,0,0
215318286,40,0,0,0
215318298,100,386.33,2,88
215318307,50,9.91,1,7
215318308,50,35.33,2,312
215318345,50,0.2,1,5
215318362,25,4,1,1
215318392,120,0.08,1,16
215318394,50,25.33,1,10
215318395,30,0,0,0
215318404,25,5.5,1,3
215318409,50,3.49,1,31
215318411,25,2.59,1,19
215318437,50,10,1,6
215318439,30,0,0,0
215318442,50,8.5,1,4
215318444,100,11.2,1,16
215318446,250,55.2,2,278
215318454,30,0,0,0
215318455,40,0,0,1
215318477,100,0.95,1,3
215318486,100,16.81,1,2
215318487,100,22.88,1,21
215318489,50,4.61,1,20
215318513,50,9.1,2,32
215318542,50,10.62,1,11
215318546,500,53.67,1,34
215318556,25,0,0,0
215318561,100,37.67,2,89
215318571,40,0,0,0
215318574,50,2.18,1,19
215318583,30,5.21,2,22
215318590,500,65,1,1
215318610,100,20,2,5
215318611,50,54.51,2,268
215318630,25,0,0,0
215318666,25,1.99,1,12
215318668,75,26.11,2,11
215318678,50,20.15,2,3
215318679,30,0,0,0
215318697,25,0.84,1,3
215318704,50,0,0,0
215318706,50,26.3,2,29
215318709,40,0,0,0
215318709,50,1.49,1,8
215318721,50,10.25,2,42
215318723,80,49.37,2,21
215318726,25,0,0,0
215318729,900,212.94,2,17
215318741,50,20.4,1,5
215318746,100,45.42,1,43
215318777,100,1088.74,1,124
215318781,100,1.09,1,7
215318805,100,15.5,2,7
215318809,25,4,1,2
215318815,25,4,1,2
215318816,50,1.88,1,3
215318821,25,8.31,1,15
215318826,50,6.44,1,23
215318829,25,0,0,0
215318834,50,2.27,1,14
215318839,50,4,1,1
215318848,100,5.34,2,31
215318856,100,0.88,1,3
215318881,500,3.91,1,5
215318895,50,20,1,7
215318897,25,121.05,2,88
215318898,30,0,0,0
215318901,50,10.9,1,11
215318903,25,0,0,0
215318910,25,0,0,0
215318921,500,165,2,6
215318935,25,0,0,0
215318937,230,94.04,2,39
215318940,30,0,0,0
215318944,85,23.27,1,21
215318956,25,0,0,0
215318968,50,6.64,2,15
215318982,50,0.24,1,6
215318991,25,0,0,0
215318999,80,48.34,2,129
215319011,50,0.94,1,9
215319037,50,0.79,1,6
215319040,50,0.34,1,2
215319054,530,249,2,12
215319061,100,24.38,1,17
215319069,1500,412.6,2,32
215319081,100,58,1,6
215319095,25,3.55,1,19
215319099,50,10,1,3
215319102,50,101.04,2,54
215319113,25,0,0,0
215319132,25,6.8,1,11
215319147,30,0,0,0
215319155,25,12,2,3
215319156,50,0.28,1,3
215319159,100,32.67,1,6
215319159,50,33.25,2,15
215319165,25,1.18,1,10
215319183,100,0.5,1,1
215319184,50,11.16,2,45
215319231,25,9.5,2,4
215319236,25,0,0,0
215319238,210,69.5,2,13
215319250,500,295.5,2,15
215319270,50,1.5,1,4
215319274,30,0,0,0
215319293,25,3.22,1,9
215319303,50,1.5,1,2
215319303,40,0,0,0
215319319,50,7.54,1,17
215319336,50,2.23,1,27
215319355,50,7.58,2,53
215319371,4000,1198.6,1,91
215319372,100,4.5,1,6
215319382,100,12.46,1,2
215319384,30,8.25,1,7
215319394,25,0,0,0
215319395,100,8,1,3
215319407,25,0,0,0
215319407,100,27,1,15
215319408,50,25.6,2,22
215319434,50,45.6,2,32
215319443,200,130,1,61
215319458,25,0,0,0
215319477,50,0.38,1,4
215319479,25,0,0,0
215319492,40,0,0,0
215319494,75,27,2,51
215319496,100,8.42,1,4
215319500,25,0,0,0
215319505,100,15.84,1,21
215319516,50,10.61,1,17
215319530,50,5,1,31
215319544,100,21.15,1,11
215319547,310,38.56,2,62
215319548,221,133.81,2,32
215319550,100,17.75,2,12
215319553,25,1.32,1,19
215319562,200,242.35,1,260
215319571,50,4,1,1
215319579,500,486.76,2,312
215319592,131,0,0,2
215319618,100,17.88,1,6
215319624,50,0.52,1,5
215319629,25,0.75,1,1
215319643,300,127.57,1,18
215319644,25,0,0,0
215319652,50,0.12,1,3
215319663,100,4.67,1,46
215319674,25,2.92,1,20
215319680,30,0,0,0
215319696,100,0,0,0
215319701,50,0.47,1,6
215319713,100,26,1,8
215319715,50,42.47,2,114
215319717,25,2.64,1,18
215319724,75,17.24,1,16
215319737,50,4,1,1
215319748,25,0,0,0
215319754,25,0,0,0
215319757,50,0,0,0
215319758,25,3.66,2,10
215319763,50,5.4,1,33
215319775,500,31.5,2,2
215319778,30,0,0,0
215319780,50,14.3,1,30
215319787,50,9,1,3
215319789,100,102.27,2,49
215319795,25,0,0,0
215319799,25,0,0,0
215319800,25,5.02,1,6
215319806,25,3.21,1,24
215319808,25,10.51,2,7
215319811,100,1.44,1,4
215319816,100,29.47,1,23
215319818,25,7.68,1,94
215319819,25,0,0,0
215319822,50,4.58,1,11
215319841,50,8.28,2,44
215319843,100,0,0,0
215319845,100,30.3,2,193
215319846,100,0.46,1,5
215319861,25,0,0,0
215319866,25,0,0,0
215319867,30,0,0,0
215319893,50,78.04,2,378
215319903,50,13.36,1,5
215319913,25,0,0,0
215319916,30,19.56,2,4
215319926,100,19,1,3
215319930,25,2.01,1,3
215319939,25,0,0,0
215319949,200,48.03,1,89
215319951,25,1.5,1,1
215319954,100,59.88,2,17
215319961,100,4,1,1
215319964,40,0,0,0
215319981,100,12.83,1,10
215319990,25,0,0,0
215319997,25,6.25,2,3
215320004,25,10.06,1,29
215320009,50,0.2,1,3
215320011,30,0,0,0
215320020,100,81.79,2,20
215320021,25,0,0,0
215320029,25,0,0,0
215320037,30,9.5,2,4
215320047,25,1.89,2,4
215320068,100,20,1,3
215320069,25,0,0,0
215320070,40,9.78,1,16
215320073,50,9.5,1,2
215320100,40,0,0,0
215320105,50,11.22,1,11
215320106,100,17.89,2,34
215320129,600,246.5,2,13
215320130,25,4.56,1,12
215320140,100,1.65,1,4
215320146,25,0,0,0
215320174,25,0,0,0
215320178,130,31.38,2,97
215320180,27,1.03,1,3
215320193,25,12.48,2,20
215320208,50,8,1,1
215320212,50,2.36,1,14
215320227,25,0,0,0
215320233,200,49.32,2,61
215320243,25,0,0,0
215320248,50,3.41,1,4
215320262,100,0.72,1,14
215320268,50,0,0,1
215320290,50,8.83,1,22
215320291,100,2.2,2,22
215320307,50,20,2,5
215320321,25,0,0,0
215320343,100,13.58,1,22
215320348,25,0,0,0
215320352,25,5.61,1,10
215320362,50,8,1,2
215320378,25,14.22,1,8
215320383,25,15.65,2,65
215320391,750,445,2,36
215320394,100,54,2,72
215320398,100,0,0,0
215320415,40,0,0,0
215320433,50,5.31,1,13
215320443,50,31.37,2,20
215320448,100,0.48,1,6
215320449,50,0.43,2,3
215320454,100,9.5,1,3
215320460,50,5.3,1,52
215320469,50,5.89,1,16
215320479,250,16.92,1,13
215320485,50,6.81,2,70
215320488,600,71.64,2,69
215320493,25,0.39,1,7
215320499,25,15.33,2,5
215320526,100,0,0,0
215320528,100,49.41,2,76
215320531,30,0,0,0
215320534,100,108.09,1,95
215320565,100,35.5,1,181
215320569,500,1903.1,1,133
215320572,50,0,0,3
215320578,50,6.33,1,3
215320586,25,12.9,1,4
215320594,100,29.72,2,46
215320600,25,10.27,1,6
215320601,30,0,0,0
215320608,100,14.37,2,63
215320610,150,12.94,2,31
215320612,50,0.95,1,7
215320638,25,0,0,0
215320673,25,0,0,0
215320686,25,12.65,1,6
215320691,25,7.8,2,12
215320693,100,0.26,1,6
215320699,50,2.56,1,4
215320710,50,12.65,1,25
215320722,50,8.94,1,19
215320729,100,23.81,1,11
215320734,50,21.42,1,11
215320737,50,18.67,2,16
215320743,50,3.37,1,4
215320746,14000,2640.67,2,318
215320755,100,0.49,1,5
215320757,25,0,0,0
215320769,40,0,0,0
215320772,25,2.31,1,20
215320801,26,0.89,1,3
215320806,30,0,0,0
215320809,40,0,0,0
215320827,100,1.21,1,8
215320831,100,86.67,2,34
215320835,100,50.12,2,123
215320836,300,151.89,1,46
215320840,30,0,0,0
215320857,50,13.33,1,6
215320862,100,16.85,1,10
215320863,30,0,0,0
215320889,50,18.13,1,125
215320894,25,3.88,1,8
215320907,100,140.66,2,329
215320919,50,8.5,1,2
215320926,50,8.16,1,49
215320938,25,19.81,2,16
215320945,50,302.16,2,28
215320946,50,43.33,1,19
215320949,100,26.58,1,6
215320951,25,0,0,2
215320982,50,16.97,1,6
215320982,450,115.5,2,15
215320989,25,20.42,2,8
215320997,25,3.33,1,3
215321003,50,9.54,1,21
215321019,25,0,0,0
215321020,100,960.89,1,11
215321033,50,1.09,1,17
215321040,25,22.63,2,12
215321043,50,7.03,2,8
215321047,64,30.94,2,32
215321048,100,7.9,2,12
215321049,25,0,0,0
215321054,100,35.32,1,11
215321068,100,0.28,1,7
215321090,100,31.82,1,21
215321095,50,8,1,1
215321098,30,0,0,0
215321100,100,0,0,0
215321101,25,22.31,1,4
215321102,300,62.64,2,95
215321108,50,23.33,1,8
215321115,40,3.99,2,53
215321117,25,0,0,0
215321140,50,20.91,1,14
215321151,30,0,0,0
215321170,30,2.08,2,22
215321173,50,5.28,1,4
215321182,100,0.75,1,1
215321183,25,3.7,1,4
215321185,50,16.18,2,50
215321210,50,0.04,1,2
215321211,50,2.74,1,15
215321213,100,17.72,1,4
215321233,25,0,0,0
215321243,100,59.91,2,19
215321248,25,5.5,1,2
215321262,50,10,1,5
215321265,100,0.53,1,8
215321293,100,24,2,11
215321303,30,0,0,0
215321306,25,5.25,1,3
215321341,100,3,1,2
215321350,25,13.08,2,11
215321354,35,29.52,2,31
215321370,50,5.66,1,9
215321394,150,47.4,2,13
215321398,50,44.43,2,94
215321410,200,66,2,30
215321419,27,0.57,1,3
215321421,100,7.8,1,1
215321460,50,28.59,1,16
215321496,25,0,0,0
215321511,4000,5145,2,38
215321514,50,1.72,1,5
215321521,100,93.5,1,12
215321524,25,7.1,1,30
215321528,30,0,0,0
215321529,50,5.35,1,30
215321532,100,10.74,2,10
215321545,25,4.5,1,1
215321550,100,4.2,1,4
215321563,30,74.09,2,27
215321568,500,74.49,2,34
215321583,100,7.33,1,2
215321602,30,0,0,0
215321607,25,0.23,1,4
215321625,100,121.52,2,107
215321638,100,36.21,2,16
215321640,100,26.24,2,41
215321645,50,1.45,1,6
215321654,150,12.2,1,16
215321657,50,6.86,1,7
215321658,50,4.23,2,7
215321662,30,0,0,0
215321673,30,0,0,0
215321677,25,52.14,2,317
215321678,30,0,0,0
215321685,40,0,0,0
215321689,30,0,0,0
215321709,25,9,1,7
215321728,25,0.88,1,9
215321752,95,86.36,1,28
215321762,25,10.91,2,26
215321772,200,208.15,2,201
215321785,100,97,1,10
215321798,25,0,0,0
215321802,50,5.79,1,48
215321819,30,0,0,0
215321820,25,0,0,0
215321841,25,20.77,2,28
215321896,50,3.62,1,6
215321901,30,0,0,0
215321905,100,46.25,1,13
215321918,50,7.61,1,6
215321925,100,37.5,1,12
215321948,50,18.5,2,7
215321959,100,18.37,1,21
215321966,100,5.64,1,47
215321973,50,6.67,1,2
215321984,50,1.74,2,17
215321990,25,0,0,0
215321994,4110,1460,2,28
215322015,25,4,1,1
215322028,100,18.5,1,12
215322040,50,3.01,1,24
215322042,300,146.1,1,47
215322043,100,18.29,1,13
215322052,25,0,0,0
215322077,50,1.76,2,11
215322085,3800,780,2,24
215322087,50,8.25,1,2
215322089,90,0.6,1,5
215322093,102,129.47,2,99
215322108,25,0,0,0
215322115,100,37.33,2,17
215322123,100,42.83,1,24
215322131,50,11.91,2,12
215322139,50,6.61,1,16
215322170,25,0,0,0
215322175,50,8.7,1,38
215322185,30,0,0,0
215322187,100,45.28,1,8
215322188,100,0.16,1,2
215322193,100,2.27,1,26
215322196,100,7.45,1,13
215322199,100,7.58,1,14
215322206,100,2.73,1,25
215322206,25,4,1,1
215322227,25,0,0,0
215322229,50,7.61,2,24
215322234,100,18.26,1,26
215322241,25,0,0,0
215322242,50,11.39,2,36
215322273,25,0,0,0
215322291,500,278.95,2,45
215322307,50,0.34,1,2
215322309,700,208.73,2,40
215322323,30,8,1,2
215322324,50,42.32,2,15
215322329,100,14.65,1,6
215322352,30,0,0,0
215322385,50,0.24,1,2
215322398,100,8.58,1,9
215322412,50,10.19,2,16
215322417,100,5.07,1,14
215322424,100,70.24,1,45
215322433,50,1.25,1,5
215322439,50,13.33,2,7
215322441,100,3.53,2,9
215322443,50,5.76,1,20
215322447,50,4.66,2,28
215322455,25,6.48,2,34
215322458,200,30,1,1
215322468,50,43.08,2,126
215322472,35,0,0,0
215322474,100,144,2,12
215322483,25,0,0,0
215322505,40,0,0,0
215322512,700,375.6,2,146
215322522,200,94.38,2,18
215322526,200,79.75,1,11
215322533,55,24.7,1,13
215322534,25,6.53,2,17
215322555,100,0.43,1,2
215322584,25,0,0,0
215322591,30,6.15,1,9
215322599,100,4.12,1,4
215322607,500,139,1,5
215322632,100,6.65,1,10
215322640,100,15,1,2
215322648,30,0,0,0
215322663,500,343,2,27
215322669,25,8.52,2,25
215322671,100,3.79,1,30
215322672,25,0,0,0
215322675,50,11.33,1,3
215322679,100,16.87,1,36
215322683,50,8,2,2
215322687,75,18.66,2,37
215322698,25,3.87,1,15
215322702,200,97.84,1,51
215322715,100,0.27,1,5
215322722,100,28.18,2,14
215322732,50,3.65,1,7
215322746,25,0,0,0
215322761,40,4.29,1,25
215322771,50,16,2,3
215322779,50,64.5,2,86
215322782,50,20,1,8
215322800,50,47.18,2,142
215322818,100,2.46,1,20
215322825,50,2.85,1,8
215322828,100,19,2,3
215322842,40,12.14,1,3
215322854,50,12.79,1,28
215322863,25,0,0,0
215322865,50,8.77,1,7
215322876,25,5.68,1,11
215322882,750,80.12,2,52
215322906,25,0,0,0
215322913,150,66.25,2,51
215322935,500,565.5,2,18
215322988,100,17.2,1,12
215322989,700,268.5,2,13
215322996,25,4.2,1,6
215323022,30,0,0,0
215323024,50,13.57,2,8
215323032,50,16,1,4
215323037,50,1,1,12
215323039,100,48.33,2,11
215323079,150,91.91,2,94
215323082,50,0,0,0
215323106,50,8.31,2,35
215323113,200,71.79,2,69
215323114,28,10.09,1,37
215323115,140,35.03,2,26
215323116,25,15,2,20
215323120,50,8,1,1
215323146,30,0,0,0
215323147,25,0,0,0
215323157,50,4.61,1,12
215323173,50,17.83,2,163
215323177,100,31.58,2,144
215323198,50,9,1,5
215323212,50,0,0,0
215323220,100,15.16,1,8
215323223,50,10.48,1,10
215323233,30,0,0,0
215323253,50,1.17,1,15
215323256,100,4.81,2,53
215323259,100,30,1,8
215323265,200,86.55,2,23
215323275,3575,3440,2,31
215323285,100,25.5,2,11
215323291,25,0,0,0
215323307,50,2.01,1,5
215323309,25,0,0,0
215323314,100,22,2,4
215323315,50,8,1,1
215323318,25,0,0,0
215323324,50,14.21,1,50
215323338,100,7.33,1,4
215323340,25,0,0,0
215323346,25,4,1,1
215323357,40,0,0,0
215323358,50,0.53,1,4
215323364,50,12.67,2,14
215323368,25,0,0,0
215323371,25,4.17,2,5
215323396,50,0.08,1,3
215323403,100,22.14,1,14
215323411,50,105.03,2,283
215323424,1000,120.58,1,6
215323446,100,79.82,2,10
215323453,100,10.96,1,15
215323459,50,41.3,2,82
215323482,50,3.76,1,18
215323487,30,0,0,0
215323492,100,10.61,1,16
215323493,100,30.79,2,72
215323502,30,0,0,0
215323516,100,18.39,2,43
215323517,40,7.82,1,51
215323538,40,0,0,0
215323540,100,18,1,4
215323550,25,4.23,2,33
215323551,50,11.7,2,16
215323563,50,3.33,1,3
215323569,30,0,0,0
215323572,25,0,0,0
215323591,25,0,0,0
215323595,80,28.39,2,214
215323631,200,187.81,2,29
215323638,200,43.39,2,37
215323654,300,30,1,1
215323656,50,5.85,1,6
215323662,700,240,2,15
215323670,100,0,0,1
215323677,25,0,0,0
215323680,40,0,0,0
215323691,100,6.67,1,8
215323702,50,0.04,1,1
215323705,50,25.87,2,17
215323708,50,12,2,5
215323726,150,26.27,1,76
215323730,100,7.8,1,9
215323752,50,24.51,1,52
215323773,25,0,0,0
215323791,50,8.77,1,13
215323812,25,6.88,1,31
215323817,25,4.48,2,10
215323819,30,0,0,0
215323825,25,0,0,0
215323836,30,0,0,0
215323838,25,10.92,2,22
215323849,50,0,0,0
215323852,50,31.04,2,238
215323860,100,16.31,1,21
215323865,50,15.78,2,101
215323866,30,0,0,0
